redcap_data_access_group_e,dag_id_e,place_name,postcode,country,lon,lat,ccg,all_people,white,white_scottish,white_other_british,white_irish,white_gypsy_traveller,white_polish,white_other_white,mixed_or_multiple_ethnic_groups,asian_asian_british,asian_asian_british_pakistani,asian_asian_british_indian,asian_asian_british_bangladeshi,asian_asian_british_chinese,asian_asian_british_other_asian,african,african_african_african_scottish_or_african_british,african_other_african,caribbean_or_black,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british,caribbean_or_black_black_black_scottish_or_black_british,caribbean_or_black_other_caribbean_or_black,other_ethnic_groups,other_ethnic_group_arab,other_ethnic_group_any_other_ethnic_group,white_english_welsh_scottish_northern_irish_british,african_caribbean,white_perc,white_scottish_perc,white_other_british_perc,white_irish_perc,white_gypsy_traveller_perc,white_polish_perc,white_other_white_perc,mixed_or_multiple_ethnic_groups_perc,asian_asian_british_perc,asian_asian_british_pakistani_perc,asian_asian_british_indian_perc,asian_asian_british_bangladeshi_perc,asian_asian_british_chinese_perc,asian_asian_british_other_asian_perc,african_perc,african_african_african_scottish_or_african_british_perc,african_other_african_perc,caribbean_or_black_perc,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british_perc,caribbean_or_black_black_black_scottish_or_black_british_perc,caribbean_or_black_other_caribbean_or_black_perc,other_ethnic_groups_perc,other_ethnic_group_arab_perc,other_ethnic_group_any_other_ethnic_group_perc,white_english_welsh_scottish_northern_irish_british_perc,african_caribbean_perc,HBName,Country,mixed_multiple_ethnic_groups_white_and_black_caribbean,mixed_multiple_ethnic_groups_white_and_black_african,mixed_multiple_ethnic_groups_white_and_asian,mixed_multiple_ethnic_groups_other_mixed,black_african_caribbean_black_british_african,black_african_caribbean_black_british_caribbean,black_african_caribbean_black_british_other_black,mixed_multiple_ethnic_groups_white_and_black_caribbean_perc,mixed_multiple_ethnic_groups_white_and_black_african_perc,mixed_multiple_ethnic_groups_white_and_asian_perc,mixed_multiple_ethnic_groups_other_mixed_perc,black_african_caribbean_black_british_african_perc,black_african_caribbean_black_british_caribbean_perc,black_african_caribbean_black_british_other_black_perc
Royal Hampshire County Hospital,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1099036931991577,51.280635833740234,E38000120,212985,199369,NA,NA,1619,285,NA,7691,3397,7522,434,2698,403,1321,2666,NA,NA,NA,NA,NA,NA,NA,NA,174,409,189774,2114,93.6070615301547,NA,NA,0.7601474282226448,0.13381224029861258,NA,3.6110524215320328,1.5949480010329364,3.531704110618119,0.2037702185599925,1.2667558748268657,0.18921520294856445,0.6202314716998849,1.251731342582811,NA,NA,NA,NA,NA,NA,NA,NA,0.08169589407704768,0.1920323027443247,89.10204944010141,0.9925581613728666,NA,NA,1189,367,1139,702,1386,529,199,0.5582552761931592,0.17231260417400288,0.5347794445618236,0.329600676103951,0.6507500528206211,0.24837429865953,0.09343380989271545
Royal Hampshire County Hospital,RN541,Royal Hampshire County Hospital,SO22 5DG,England,-1.3291560411453247,51.061710357666016,E38000198,540178,519346,NA,NA,2721,1040,NA,13234,6537,10459,434,4047,877,2137,2964,NA,NA,NA,NA,NA,NA,NA,NA,521,1154,502351,2161,96.14349344105091,NA,NA,0.5037228469134248,0.1925291292870128,NA,2.4499331701772378,1.210156652066541,1.9362136184739105,0.08034388664477264,0.7491974867543661,0.16235389075452905,0.39561033585225613,0.5487080184679864,NA,NA,NA,NA,NA,NA,NA,NA,0.09644968880628237,0.21363328384347383,92.99730829467325,0.4000533157588795,NA,NA,1539,883,2528,1587,1267,565,329,0.2849060865122237,0.1634646357311849,0.4679938834976619,0.2937920463254705,0.23455231423715883,0.10459515196842523,0.060905849553295394
The Dudley Group NHSFT,RNA01,Russells Hall Hospital,DY1 2HQ,England,-2.1185030937194824,52.50294876098633,E38000046,312925,281607,NA,NA,1170,352,NA,3035,5758,18942,10339,5737,397,876,1593,NA,NA,NA,NA,NA,NA,NA,NA,1259,688,277050,4671,89.99185108252776,NA,NA,0.3738915075497323,0.11248701765598786,NA,0.9698809618918272,1.8400575217703923,6.0532076376128465,3.3039865782535753,1.833346648557961,0.1268674602540545,0.27993928257569706,0.5090676679715587,NA,NA,NA,NA,NA,NA,NA,NA,0.4023328273547975,0.21986098905488535,88.53559159543022,1.492689941679316,NA,NA,3477,250,1277,754,1402,2658,611,1.1111288647439483,0.07989134776703682,0.4080850043940242,0.24095230486538308,0.4480306782775425,0.8494048094591357,0.19525445394263802
The Dudley Group NHSFT,RNA01,Russells Hall Hospital,DY1 2HQ,England,-2.1185030937194824,52.50294876098633,E38000046,312925,281607,NA,NA,1170,352,NA,3035,5758,18942,10339,5737,397,876,1593,NA,NA,NA,NA,NA,NA,NA,NA,1259,688,277050,4671,89.99185108252776,NA,NA,0.3738915075497323,0.11248701765598786,NA,0.9698809618918272,1.8400575217703923,6.0532076376128465,3.3039865782535753,1.833346648557961,0.1268674602540545,0.27993928257569706,0.5090676679715587,NA,NA,NA,NA,NA,NA,NA,NA,0.4023328273547975,0.21986098905488535,88.53559159543022,1.492689941679316,NA,NA,3477,250,1277,754,1402,2658,611,1.1111288647439483,0.07989134776703682,0.4080850043940242,0.24095230486538308,0.4480306782775425,0.8494048094591357,0.19525445394263802
Kettering General Hospital NHSFT,RNQ51,Kettering General Hospital,NN16 8UZ,England,-0.741529107093811,52.401145935058594,E38000108,615077,559139,NA,NA,5734,495,NA,26720,13189,24424,2270,11866,4126,2659,3503,NA,NA,NA,NA,NA,NA,NA,NA,818,1647,526190,15860,90.90552890125952,NA,NA,0.9322410039718605,0.08047772880468625,NA,4.344171542749932,2.144284374151529,3.970884946112438,0.36905948360936924,1.9291893535280948,0.6708103213093645,0.4323035977609307,0.5695221899046786,NA,NA,NA,NA,NA,NA,NA,NA,0.13299147911562292,0.26777135220468334,85.54863862573305,2.57853894715621,NA,NA,5757,1778,2965,2689,8753,5104,2003,0.9359803731890479,0.2890694986156205,0.48205346647655495,0.4371810358703057,1.4230738590452903,0.8298148036749871,0.3256502844359324
Northampton General Hospital NHS Trust,RNS01,Northampton General Hospital (Acute),NN1 5BD,England,-0.8838294744491577,52.236053466796875,E38000108,615077,559139,NA,NA,5734,495,NA,26720,13189,24424,2270,11866,4126,2659,3503,NA,NA,NA,NA,NA,NA,NA,NA,818,1647,526190,15860,90.90552890125952,NA,NA,0.9322410039718605,0.08047772880468625,NA,4.344171542749932,2.144284374151529,3.970884946112438,0.36905948360936924,1.9291893535280948,0.6708103213093645,0.4323035977609307,0.5695221899046786,NA,NA,NA,NA,NA,NA,NA,NA,0.13299147911562292,0.26777135220468334,85.54863862573305,2.57853894715621,NA,NA,5757,1778,2965,2689,8753,5104,2003,0.9359803731890479,0.2890694986156205,0.48205346647655495,0.4371810358703057,1.4230738590452903,0.8298148036749871,0.3256502844359324
Northampton General Hospital NHS Trust,RNS01,Northampton General Hospital (Acute),NN1 5BD,England,-0.8838294744491577,52.236053466796875,E38000108,615077,559139,NA,NA,5734,495,NA,26720,13189,24424,2270,11866,4126,2659,3503,NA,NA,NA,NA,NA,NA,NA,NA,818,1647,526190,15860,90.90552890125952,NA,NA,0.9322410039718605,0.08047772880468625,NA,4.344171542749932,2.144284374151529,3.970884946112438,0.36905948360936924,1.9291893535280948,0.6708103213093645,0.4323035977609307,0.5695221899046786,NA,NA,NA,NA,NA,NA,NA,NA,0.13299147911562292,0.26777135220468334,85.54863862573305,2.57853894715621,NA,NA,5757,1778,2965,2689,8753,5104,2003,0.9359803731890479,0.2890694986156205,0.48205346647655495,0.4371810358703057,1.4230738590452903,0.8298148036749871,0.3256502844359324
Manchester University Hospital,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2918150424957275,53.388851165771484,E38000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doncaster and Bassetlaw Teaching Hospitals NHFT,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1098852157592773,53.31767654418945,E38000008,112863,109892,NA,NA,381,94,NA,2754,996,1255,287,440,74,180,274,NA,NA,NA,NA,NA,NA,NA,NA,52,148,106663,520,97.36760497240017,NA,NA,0.33757741686823844,0.08328681676014282,NA,2.4401265250790782,0.8824858456713005,1.11196760674446,0.2542906001080957,0.3898531848347111,0.06556621744947415,0.15948539379601817,0.242772210556161,NA,NA,NA,NA,NA,NA,NA,NA,0.046073558207738584,0.1311324348989483,94.50661421369271,0.4607355820773858,NA,NA,454,85,228,229,221,239,60,0.4022576043521792,0.07531254707034192,0.20201483214162302,0.20290086210715647,0.195812622382889,0.2117611617624908,0.05316179793200605
Doncaster and Bassetlaw Teaching Hospitals NHFT,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1092113256454468,53.53075408935547,E38000044,302402,288066,NA,NA,1183,587,NA,8556,3321,7614,2728,1865,117,1121,1783,NA,NA,NA,NA,NA,NA,NA,NA,231,833,277740,2337,95.25929061315732,NA,NA,0.3912011163947329,0.1941124728011058,NA,2.8293463667568335,1.0982070224403278,2.517840490472947,0.9021104357775412,0.616728725339118,0.038690220302775774,0.3706986064906978,0.5896125025628137,NA,NA,NA,NA,NA,NA,NA,NA,0.07638838367471114,0.27546114113001896,91.84463065720465,0.7728123491246751,NA,NA,1413,440,877,591,1309,778,250,0.4672588144258305,0.14550168318992598,0.2900113094490116,0.19543521537555966,0.43286750749002983,0.25727343073127823,0.08267141090336705
Great Ormond Street Hospital,RP401,Great Ormond Street Hospital,WC1N 3JH,England,-0.11990952491760254,51.52220916748047,E38000027,220338,146055,NA,NA,7053,167,NA,41898,12322,35446,1489,6083,12503,6493,8878,NA,NA,NA,NA,NA,NA,NA,NA,3432,5023,96937,18060,66.2867957410887,NA,NA,3.2009912044222966,0.07579264584411223,NA,19.01533099147673,5.592317258030843,16.087102542457497,0.6757799380951084,2.760758471076256,5.6744637783768574,2.9468362243462316,4.029264130563044,NA,NA,NA,NA,NA,NA,NA,NA,1.5576069493233125,2.279679401646561,43.99468089934555,8.196498107453094,NA,NA,2494,1800,3880,4148,10802,3496,3762,1.1318973576959035,0.8169267216730659,1.7609309333841643,1.8825622452777098,4.90246802639581,1.586653232760577,1.707376848296708
Medway NHSFT,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.542076051235199,51.379859924316406,E38000104,263925,236579,NA,NA,1946,510,NA,8469,5176,13615,1516,7132,1304,1065,2598,NA,NA,NA,NA,NA,NA,NA,NA,517,1375,225654,6663,89.63872312209908,NA,NA,0.7373306810646965,0.1932367149758454,NA,3.208866155157715,1.9611632092450506,5.158662498815952,0.5744056076536895,2.702282845505352,0.4940797575068675,0.40352372833191247,0.98437055981813,NA,NA,NA,NA,NA,NA,NA,NA,0.19588898361276877,0.5209813393956616,85.49928957090083,2.524580846831486,NA,NA,1730,735,1546,1165,4742,1428,493,0.6554892488396324,0.2784882068769537,0.585772473240504,0.4414132802879606,1.7967225537558018,0.5410628019323672,0.18679549114331723
The Royal Marsden NHST,RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,-0.17255078256130219,51.490562438964844,E38000202,220639,146904,NA,NA,5318,141,NA,60888,13005,24261,1418,4002,3166,5320,10355,NA,NA,NA,NA,NA,NA,NA,NA,11198,7845,80557,17426,66.58115745629739,NA,NA,2.4102719827410386,0.063905293261844,NA,27.596209192391193,5.894243538087101,10.9957895023092,0.6426787648602469,1.813822578963828,1.4349231096950223,2.4111784408014905,4.693186607988615,NA,NA,NA,NA,NA,NA,NA,NA,5.075258680469001,3.555581742121747,36.51077098790332,7.8979690807155585,NA,NA,2573,1853,4079,4500,8706,5861,2859,1.1661582947710967,0.839833393008489,1.8487212142912177,2.039530636016298,3.945811937146198,2.6563753461536717,1.295781797415688
The Royal Marsden NHST,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.19110026955604553,51.34347915649414,E38000179,190146,149449,NA,NA,3219,193,NA,11183,7134,22035,2595,6454,1183,2240,9563,NA,NA,NA,NA,NA,NA,NA,NA,976,1432,134854,9120,78.5969728524397,NA,NA,1.692909658893692,0.10150095190011885,NA,5.881270181860255,3.751853838629264,11.588463601653466,1.3647407781389038,3.3942339044734045,0.6221535030976197,1.1780421360428304,5.029293279900708,NA,NA,NA,NA,NA,NA,NA,NA,0.5132897878472332,0.7531055083988093,70.92129205978563,4.796314411031523,NA,NA,2298,838,2286,1712,5471,2742,907,1.2085450127796535,0.4407139776803088,1.2022340727651384,0.9003607754041631,2.877262734951038,1.4420497933167145,0.47700188276377103
Mid and South Essex University Hospitals Group,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.46673330664634705,51.77461242675781,E38000106,377023,360499,NA,NA,2859,545,NA,9084,4989,7444,802,2653,746,1265,1978,NA,NA,NA,NA,NA,NA,NA,NA,391,586,348011,3114,95.61724351034287,NA,NA,0.7583091747718309,0.14455351530277993,NA,2.409402078918262,1.3232614455882001,1.9744153539704477,0.21271911793179724,0.703670598345459,0.19786591268967677,0.33552329698718647,0.5246364280163279,NA,NA,NA,NA,NA,NA,NA,NA,0.10370720088694854,0.1554281834264753,92.30497874135,0.8259443057850582,NA,NA,1560,619,1614,1196,2019,776,319,0.41376786031621415,0.1641809650870106,0.4280905939425446,0.31722202624243084,0.5355110961400232,0.20582298692652704,0.08461022271850789
BirminghamWomens Childrens Hospital,RQ301,Birmingham Children's Hospital,B4 6NH,England,-1.8937397003173828,52.48489761352539,E38000220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chelsea & Westminster Hospital,RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,-0.1816297024488449,51.484310150146484,E38000202,220639,146904,NA,NA,5318,141,NA,60888,13005,24261,1418,4002,3166,5320,10355,NA,NA,NA,NA,NA,NA,NA,NA,11198,7845,80557,17426,66.58115745629739,NA,NA,2.4102719827410386,0.063905293261844,NA,27.596209192391193,5.894243538087101,10.9957895023092,0.6426787648602469,1.813822578963828,1.4349231096950223,2.4111784408014905,4.693186607988615,NA,NA,NA,NA,NA,NA,NA,NA,5.075258680469001,3.555581742121747,36.51077098790332,7.8979690807155585,NA,NA,2573,1853,4079,4500,8706,5861,2859,1.1661582947710967,0.839833393008489,1.8487212142912177,2.039530636016298,3.945811937146198,2.6563753461536717,1.295781797415688
The Princess Alexandra Hospital,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.08547129482030869,51.77153015136719,E38000197,286046,262629,NA,NA,2924,415,NA,11017,5378,10777,1602,4386,843,1630,2316,NA,NA,NA,NA,NA,NA,NA,NA,338,1013,248273,5911,91.81355446326815,NA,NA,1.022213210462653,0.14508156030848185,NA,3.8514784335386616,1.8801171839494348,3.7675758444446,0.5600497822028625,1.5333198156939793,0.2947078441928921,0.5698384175971697,0.8096599847576963,NA,NA,NA,NA,NA,NA,NA,NA,0.11816281297413703,0.35413884480118585,86.79478125895835,2.066450850562497,NA,NA,1776,707,1579,1316,3639,1659,613,0.6208791592960573,0.24716304370625705,0.5520091174146815,0.46006586353243883,1.2721730071387118,0.5799766471127021,0.21430119631108283
The Princess Alexandra Hospital,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.08547129482030869,51.77153015136719,E38000197,286046,262629,NA,NA,2924,415,NA,11017,5378,10777,1602,4386,843,1630,2316,NA,NA,NA,NA,NA,NA,NA,NA,338,1013,248273,5911,91.81355446326815,NA,NA,1.022213210462653,0.14508156030848185,NA,3.8514784335386616,1.8801171839494348,3.7675758444446,0.5600497822028625,1.5333198156939793,0.2947078441928921,0.5698384175971697,0.8096599847576963,NA,NA,NA,NA,NA,NA,NA,NA,0.11816281297413703,0.35413884480118585,86.79478125895835,2.066450850562497,NA,NA,1776,707,1579,1316,3639,1659,613,0.6208791592960573,0.24716304370625705,0.5520091174146815,0.46006586353243883,1.2721730071387118,0.5799766471127021,0.21430119631108283
Homerton University Hospital,RQXM1,Homerton University Hospital,E9 6SR,England,-0.04608435556292534,51.55063247680664,E38000035,253645,140416,NA,NA,5396,477,NA,41270,16158,26807,1921,7815,6412,3699,6960,NA,NA,NA,NA,NA,NA,NA,NA,1790,11423,93273,57051,55.35926196061425,NA,NA,2.1273827593684085,0.1880581127165921,NA,16.270772142167203,6.37032072384632,10.568708233949023,0.7573577243785606,3.081077884444795,2.527942596936663,1.4583374401230067,2.7439925880659977,NA,NA,NA,NA,NA,NA,NA,NA,0.705710737448008,4.503538409982456,36.77304894636204,22.492459934159946,NA,NA,5027,2903,3131,5097,28074,19214,9763,1.981903841983875,1.1445130004533894,1.2344024128210689,2.0095014685879873,11.068225275483451,7.575154251020126,3.8490804076563703
Gateshead Health NHSFT,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5807654857635498,54.93938446044922,E38000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Leeds Teaching Hospitals NHST,RR813,St James's Hospital,LS9 7TF,England,-1.5203437805175781,53.8068733215332,E38000225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royal Albert Edward Infirmary,RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,-2.6290764808654785,53.557743072509766,E38000205,317849,309193,NA,NA,1459,151,NA,4064,2756,3519,676,1019,109,891,824,NA,NA,NA,NA,NA,NA,NA,NA,304,399,303519,1678,97.27669427935906,NA,NA,0.459022995195832,0.04750683500655972,NA,1.2785945527593292,0.8670783925700568,1.107129486013799,0.2126796057247309,0.3205924825939361,0.034293013349106026,0.2803217880188391,0.2592425963271868,NA,NA,NA,NA,NA,NA,NA,NA,0.09564289961585533,0.12553130574581012,95.49156989639734,0.527923636695412,NA,NA,1015,429,783,529,1310,216,152,0.31933402338846434,0.13496974978684848,0.24634338947110107,0.16643122992364298,0.41214538979200815,0.06795679709547615,0.047821449807927664
Royal Brompton and Harefield NHFT,RT301,Harefield Hospital,UB9 6JH,England,-0.4827539324760437,51.60673141479492,E38000082,273936,166031,NA,NA,5949,344,NA,16822,10479,69253,9200,36795,2639,2889,17730,NA,NA,NA,NA,NA,NA,NA,NA,2925,5166,142916,20082,60.60941241749897,NA,NA,2.1716751357981425,0.12557677705741485,NA,6.140850417615794,3.8253460662344487,25.280722504526604,3.358448688744816,13.431969511126688,0.9633637053910402,1.0546258980199754,6.472314701244086,NA,NA,NA,NA,NA,NA,NA,NA,1.067767653758542,1.8858419484843174,52.17131008702762,7.330909409497109,NA,NA,2719,1409,3602,2749,11275,4615,4192,0.9925676070322995,0.5143537176566789,1.3149056713976988,1.0035190701477716,4.1159248875649785,1.6847000759301443,1.5302844460019858
Royal Brompton and Harefield NHFT,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.1708405464887619,51.489742279052734,E38000202,220639,146904,NA,NA,5318,141,NA,60888,13005,24261,1418,4002,3166,5320,10355,NA,NA,NA,NA,NA,NA,NA,NA,11198,7845,80557,17426,66.58115745629739,NA,NA,2.4102719827410386,0.063905293261844,NA,27.596209192391193,5.894243538087101,10.9957895023092,0.6426787648602469,1.813822578963828,1.4349231096950223,2.4111784408014905,4.693186607988615,NA,NA,NA,NA,NA,NA,NA,NA,5.075258680469001,3.555581742121747,36.51077098790332,7.8979690807155585,NA,NA,2573,1853,4079,4500,8706,5861,2859,1.1661582947710967,0.839833393008489,1.8487212142912177,2.039530636016298,3.945811937146198,2.6563753461536717,1.295781797415688
The Newcastle upon Tyne Hospitals NHSFT,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6188395023345947,54.98021697998047,E38000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gloucester Royal Hospital,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.232058525085449,51.86638259887695,E38000062,596984,569647,NA,NA,3759,731,NA,18558,8661,12433,942,5729,960,1911,2891,NA,NA,NA,NA,NA,NA,NA,NA,364,729,546599,5150,95.42081529823245,NA,NA,0.6296651166530426,0.12244884285005962,NA,3.1086260268281896,1.450792651059325,2.0826353805127105,0.15779317368639695,0.9596572102434906,0.16080832987148735,0.3201090816504295,0.48426758506090617,NA,NA,NA,NA,NA,NA,NA,NA,0.06097315840960562,0.1221138254961607,91.56007531190116,0.8626696862897498,NA,NA,3627,923,2353,1758,2090,2313,747,0.6075539712957131,0.1546105088243571,0.39414791686209344,0.29448025407716116,0.3500931348243839,0.3874475697841148,0.12512898168125108
Gloucester Royal Hospital,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.232058525085449,51.86638259887695,E38000062,596984,569647,NA,NA,3759,731,NA,18558,8661,12433,942,5729,960,1911,2891,NA,NA,NA,NA,NA,NA,NA,NA,364,729,546599,5150,95.42081529823245,NA,NA,0.6296651166530426,0.12244884285005962,NA,3.1086260268281896,1.450792651059325,2.0826353805127105,0.15779317368639695,0.9596572102434906,0.16080832987148735,0.3201090816504295,0.48426758506090617,NA,NA,NA,NA,NA,NA,NA,NA,0.06097315840960562,0.1221138254961607,91.56007531190116,0.8626696862897498,NA,NA,3627,923,2353,1758,2090,2313,747,0.6075539712957131,0.1546105088243571,0.39414791686209344,0.29448025407716116,0.3500931348243839,0.3874475697841148,0.12512898168125108
Northumbria Healthcare NHS Trust,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5696691274642944,55.07406997680664,E38000130,316028,311066,NA,NA,833,156,NA,2980,1692,2658,351,939,295,452,621,NA,NA,NA,NA,NA,NA,NA,NA,73,201,307097,338,98.42988595947195,NA,NA,0.26358423937119496,0.04936271469616617,NA,0.9429544217600971,0.5353955978584176,0.8410647157846772,0.11106610806637388,0.29712557115192323,0.09334615920108344,0.14302530155555837,0.1965015758097384,NA,NA,NA,NA,NA,NA,NA,NA,0.023099219056539295,0.06360195932006026,97.1739845836445,0.10695254850836003,NA,NA,515,230,624,323,193,114,31,0.16296024402901008,0.07277836141101421,0.19745085878466467,0.10220613363372864,0.06107053805359018,0.03607275304719835,0.00980925740757148
Northumbria Healthcare NHS Trust,RTFED,Wansbeck General Hospital,NE63 9JJ,England,-1.5465863943099976,55.18431091308594,E38000130,316028,311066,NA,NA,833,156,NA,2980,1692,2658,351,939,295,452,621,NA,NA,NA,NA,NA,NA,NA,NA,73,201,307097,338,98.42988595947195,NA,NA,0.26358423937119496,0.04936271469616617,NA,0.9429544217600971,0.5353955978584176,0.8410647157846772,0.11106610806637388,0.29712557115192323,0.09334615920108344,0.14302530155555837,0.1965015758097384,NA,NA,NA,NA,NA,NA,NA,NA,0.023099219056539295,0.06360195932006026,97.1739845836445,0.10695254850836003,NA,NA,515,230,624,323,193,114,31,0.16296024402901008,0.07277836141101421,0.19745085878466467,0.10220613363372864,0.06107053805359018,0.03607275304719835,0.00980925740757148
Northumbria Healthcare NHS Trust,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.4673244953155518,55.02524185180664,E38000127,200801,194025,NA,NA,596,29,NA,2464,1815,3815,319,1095,686,869,846,NA,NA,NA,NA,NA,NA,NA,NA,177,235,190936,734,96.62551481317324,NA,NA,0.29681127086020487,0.014442159152593862,NA,1.2270855224824577,0.9038799607571676,1.8998909367981234,0.15886375067853248,0.5453160093824234,0.3416317647820479,0.4327667690897954,0.42131264286532444,NA,NA,NA,NA,NA,NA,NA,NA,0.0881469713796246,0.11703128968481233,95.08717586067799,0.36553602820703085,NA,NA,448,385,602,380,576,91,67,0.22310645863317413,0.19173211288788403,0.29979930378832775,0.18924208544778162,0.2868511610997953,0.045318499409863496,0.03336636769737202
University Hospitals of Derby and Burton NHFT,RTG02,Burton Hospital,DE13 0RB,England,-1.6563690900802612,52.817779541015625,E38000053,123008,111883,NA,NA,585,72,NA,4337,1714,7952,5608,959,167,339,879,NA,NA,NA,NA,NA,NA,NA,NA,91,295,106889,1073,90.95587278876171,NA,NA,0.4755788241415193,0.05853277835587929,NA,3.525786940686785,1.3934053069719043,6.464620187304891,4.559053069719043,0.7796240894901145,0.13576352757544224,0.27559183142559834,0.7145876690946931,NA,NA,NA,NA,NA,NA,NA,NA,0.07397892819979189,0.23982180020811653,86.89597424557752,0.8723009885535901,NA,NA,845,101,485,283,351,526,196,0.686947190426639,0.08210848074921956,0.3942832986472425,0.2300663371488033,0.28534729448491153,0.42761446409989595,0.15933922996878253
University Hospitals of Derby and Burton NHFT,RTG02,Burton Hospital,DE13 0RB,England,-1.6563690900802612,52.817779541015625,E38000053,123008,111883,NA,NA,585,72,NA,4337,1714,7952,5608,959,167,339,879,NA,NA,NA,NA,NA,NA,NA,NA,91,295,106889,1073,90.95587278876171,NA,NA,0.4755788241415193,0.05853277835587929,NA,3.525786940686785,1.3934053069719043,6.464620187304891,4.559053069719043,0.7796240894901145,0.13576352757544224,0.27559183142559834,0.7145876690946931,NA,NA,NA,NA,NA,NA,NA,NA,0.07397892819979189,0.23982180020811653,86.89597424557752,0.8723009885535901,NA,NA,845,101,485,283,351,526,196,0.686947190426639,0.08210848074921956,0.3942832986472425,0.2300663371488033,0.28534729448491153,0.42761446409989595,0.15933922996878253
Oxford University Hospitals NHSFT,RTH08,John Radcliffe Hospital,OX3 9DU,England,-1.2197920083999634,51.76387405395508,E38000136,640512,581081,NA,NA,6223,603,NA,39916,13130,31485,7843,8087,2457,5602,7496,NA,NA,NA,NA,NA,NA,NA,NA,1337,2101,534339,11378,90.72132918665068,NA,NA,0.9715664968025579,0.09414343525179857,NA,6.231889488409273,2.0499225619504395,4.915598770983213,1.2244891586730615,1.2625836830535573,0.3835993705035971,0.8746128097521982,1.1703137490007993,NA,NA,NA,NA,NA,NA,NA,NA,0.20873925859312548,0.32801883493205436,83.42372976618705,1.7763913868904875,NA,NA,3748,1543,4480,3359,7014,3057,1307,0.5851568745003997,0.24090102917665868,0.6994404476418864,0.5244242106314948,1.0950614508393286,0.47727443045563545,0.2040555055955236
